time (ms),qx,qy,qz,qw,qx2,qy2,qz2,qw2,mx1,my1,mz1,mx2,my2,mz2,gx1,gy1,gz1,gx2,gy2,gz2,ax1,ay1,az1,ax2,ay2,az2,lx1,ly1,lz1,lx2,ly2,lz2,grx1,gry1,grz1,grx2,gry2,grz2
123525,0.93792724609375,-0.15411376953125,0.2713623046875,-0.14349365234375,0.59808349609375,0.03802490234375,0.8004150390625,-0.00750732421875,-20.75,1.75,44.5,-44.875,-19.5,-12.5,-0.07222222222222222,0.18222222222222223,-0.025555555555555557,-0.05444444444444444,-0.3933333333333333,-0.35444444444444445,4.7,-3.62,-7.53,9.69,0.04,2.8,1.39,-0.02,0.27,1.54,-0.38,0.11,4.58,-3.58,-7.88,9.42,0.48,2.66
123563,0.93707275390625,-0.1539306640625,0.27532958984375,-0.141845703125,0.603759765625,0.03863525390625,0.79620361328125,-0.007080078125,-20.75,1.75,44.5,-36.5,-20.1875,-12.5,-0.08888888888888889,0.26,-0.04111111111111111,-0.04777777777777778,-0.4088888888888889,-0.4177777777777778,4.71,-3.65,-7.72,9.54,0.4,2.91,1.34,-0.09,0.13,1.45,0.01,0.39,4.68,-3.55,-7.84,9.45,0.62,2.51
123602,0.93585205078125,-0.15289306640625,0.28131103515625,-0.1470947265625,0.60968017578125,0.042236328125,0.79156494140625,0.00787353515625,-29.1875,2.1875,45.375,-36.1875,-21.6875,-12.0625,-0.14222222222222222,0.5544444444444444,-0.06777777777777778,0.15333333333333332,-0.45555555555555555,-0.3277777777777778,4.71,-3.83,-8.09,9.58,0.54,2.65,-0.09,-0.32,-0.31,0.1,-0.16,0.26,4.87,-3.47,-7.76,9.49,0.72,2.34
123640,0.93365478515625,-0.154052734375,0.29193115234375,-0.13140869140625,0.61773681640625,0.04254150390625,0.78521728515625,0.01495361328125,-29.5625,2.1875,44.1875,-36.1875,-21.6875,-12.0625,-0.6388888888888888,0.5411111111111111,-0.04777777777777778,-0.32,-0.64,-0.18555555555555556,4.98,-3.32,-7.81,9.6,1.09,2.9,1.28,-0.05,-0.27,1.35,0.34,0.72,5.0,-3.25,-7.77,9.54,0.74,2.13
123678,0.93341064453125,-0.159423828125,0.2952880859375,-0.12725830078125,0.6263427734375,0.0352783203125,0.77862548828125,0.023681640625,-23.0625,1.5,44.5,-35.0,-21.6875,-10.375,-0.68,0.24333333333333335,0.5077777777777778,-0.6977777777777778,-0.6144444444444445,0.04111111111111111,4.21,-4.55,-9.12,9.98,0.04,2.55,-2.82,-3.22,-2.13,1.49,-0.79,0.37,5.01,-3.15,-7.81,9.58,0.65,1.94
123717,0.9317626953125,-0.17535400390625,0.2958984375,-0.11651611328125,0.63433837890625,0.0174560546875,0.7723388671875,0.0291748046875,-23.0625,1.5,44.5,-36.5,-22.75,-9.5625,-0.9377777777777778,0.2011111111111111,1.9722222222222223,-2.1244444444444444,-0.4633333333333333,-0.07111111111111111,1.28,-6.41,-12.21,9.9,-1.96,2.33,-3.55,-3.77,-2.22,0.17,-2.79,0.89,4.8,-3.17,-7.94,9.61,0.53,1.83
123756,0.92291259765625,-0.23797607421875,0.28509521484375,-0.10150146484375,0.6370849609375,-0.02728271484375,0.76666259765625,0.07476806640625,-23.0625,-1.5,44.1875,-36.1875,-22.375,-10.0,-2.98,0.17555555555555555,4.806666666666667,-4.94,-0.30333333333333334,-0.8411111111111111,2.46,-7.02,-8.03,10.03,-2.06,2.06,-1.08,-3.69,1.04,0.44,-2.26,-0.08,4.31,-3.1,-8.23,9.62,0.51,1.82
123796,0.89630126953125,-0.34613037109375,0.26763916015625,-0.0648193359375,0.63348388671875,-0.07562255859375,0.75860595703125,0.1400146484375,-23.5,0.0,43.0,-36.1875,-22.375,-10.0,-3.0344444444444445,0.8966666666666666,5.482222222222222,-5.252222222222223,-0.32,-1.0877777777777777,5.01,-7.12,-5.82,9.87,-1.47,1.69,2.54,-4.19,3.71,-0.34,-2.21,0.14,3.95,-2.98,-8.46,9.62,0.53,1.81
123835,0.85693359375,-0.44708251953125,0.2529296875,-0.0350341796875,0.62310791015625,-0.13739013671875,0.74163818359375,0.21484375,-23.75,0.75,43.375,-35.0,-20.1875,-13.6875,-2.378888888888889,0.7133333333333334,4.495555555555556,-4.071111111111111,-0.07111111111111111,-0.5777777777777777,4.6,-6.72,-5.22,8.97,-2.03,2.43,0.85,-3.82,3.35,-0.83,-2.54,0.47,3.7,-2.89,-8.6,9.61,0.47,1.86
123874,0.81536865234375,-0.52410888671875,0.24468994140625,-0.0164794921875,0.60687255859375,-0.18890380859375,0.725830078125,0.2630615234375,-34.0,1.875,42.5,-35.75,-18.6875,-17.375,-1.5544444444444445,0.9255555555555556,3.9033333333333333,-3.847777777777778,0.05333333333333334,-0.39444444444444443,4.76,-5.74,-6.51,9.85,-1.9,2.51,-0.11,-2.82,2.12,-1.11,-2.06,0.69,3.57,-2.93,-8.64,9.6,0.33,1.94
123913,0.7706298828125,-0.589599609375,0.24176025390625,-0.00213623046875,0.5863037109375,-0.2371826171875,0.70849609375,0.3209228515625,-34.0,1.875,42.5,-34.25,-16.0625,-22.375,-1.5033333333333334,0.8211111111111111,3.9644444444444447,-4.012222222222222,0.09333333333333334,-0.43333333333333335,4.7,-4.97,-6.87,10.05,-1.18,2.45,-0.02,-2.02,1.81,-0.74,-1.26,0.2,4.68,-2.95,-8.7,9.59,0.19,2.01
123952,0.719482421875,-0.6534423828125,0.23516845703125,0.0123291015625,0.56134033203125,-0.28533935546875,0.6865234375,0.3714599609375,-35.0,5.25,39.75,-39.25,-11.375,-25.6875,-1.4844444444444445,1.0477777777777777,3.7977777777777777,-3.828888888888889,0.06444444444444444,-0.4688888888888889,4.43,-3.87,-6.85,9.03,-0.15,1.62,2.31,-0.68,1.66,-0.55,-0.24,-0.42,4.61,-2.95,-8.73,9.58,0.06,2.05
123991,0.681396484375,-0.69366455078125,0.2330322265625,0.015869140625,0.53680419921875,-0.32745361328125,0.66241455078125,0.4150390625,-35.6875,7.5,38.1875,-39.25,-11.375,-25.6875,-0.8677777777777778,0.8,3.0555555555555554,-2.852222222222222,-0.015555555555555555,-0.32666666666666666,4.71,-3.25,-7.24,10.22,-0.24,2.56,1.65,-0.33,1.5,-0.64,-0.22,0.51,4.54,-3.01,-8.74,9.58,-0.04,2.05
124043,0.61767578125,-0.750732421875,0.23211669921875,0.03057861328125,0.50982666015625,-0.3670654296875,0.63519287109375,0.4493408203125,-35.5625,11.75,36.1875,-32.75,-7.75,-27.75,-0.6888888888888889,0.9611111111111111,2.4944444444444445,-2.3155555555555556,0.20444444444444446,-0.3977777777777778,7.3,-2.75,-6.85,9.85,-0.19,3.78,2.73,0.32,1.85,-1.02,0.24,1.6,4.59,-3.08,-8.69,9.57,-0.09,2.12
124081,0.5782470703125,-0.780029296875,0.23486328125,0.044677734375,0.48883056640625,-0.38916015625,0.6151123046875,0.4808349609375,-35.0625,15.5625,35.5,-32.0625,-3.5,-28.5,-0.8588888888888889,1.2522222222222221,1.9866666666666666,-2.316666666666667,0.29333333333333333,-0.7688888888888888,7.07,-0.45,-6.8,9.63,1.39,3.29,3.62,2.61,1.85,-1.05,1.68,0.81,4.79,-3.05,-8.63,9.54,0.01,2.23
124121,0.55340576171875,-0.796142578125,0.23724365234375,0.06005859375,0.47222900390625,-0.4017333984375,0.59368896484375,0.51300048828125,-35.0625,15.5625,35.5,-32.0625,-0.25,-31.375,-0.6122222222222222,1.4444444444444444,0.7477777777777778,-1.5833333333333333,0.36,-1.1666666666666667,9.47,1.31,-7.65,9.21,4.0,2.23,7.25,2.3,-0.74,-0.3,3.77,-0.1,3.89,-2.9,-8.51,9.5,0.32,2.38
124160,0.5386962890625,-0.8026123046875,0.2415771484375,0.085205078125,0.468017578125,-0.39654541015625,0.57940673828125,0.54449462890625,-36.1875,17.25,33.5,-39.6875,-0.6875,-31.5,0.5588888888888889,0.5422222222222223,-0.22,0.68,0.5666666666666667,-0.7877777777777778,4.8,-3.54,-8.68,11.65,0.12,4.18,2.27,-2.74,1.06,0.91,-0.45,1.65,4.05,-2.99,-8.41,9.44,0.63,2.56
124200,0.5396728515625,-0.79852294921875,0.25128173828125,0.0889892578125,0.473876953125,-0.37841796875,0.58349609375,0.54022216796875,-37.6875,18.0,30.75,-32.0625,-0.75,-33.0625,-0.0811111111111111,0.042222222222222223,-0.34,0.11777777777777777,0.27666666666666667,-0.44333333333333336,6.14,-4.27,-7.43,9.82,0.99,3.39,2.21,-0.01,0.31,1.69,0.21,0.75,4.09,-2.86,-8.43,9.4,0.8,2.66
124238,0.54437255859375,-0.79620361328125,0.2471923828125,0.09295654296875,0.47491455078125,-0.3709716796875,0.5826416015625,0.5452880859375,-39.5,18.1875,30.375,-32.0625,-0.75,-33.0625,-0.1388888888888889,-0.04,-0.29333333333333333,0.56,0.29777777777777775,-0.14888888888888888,4.29,-3.29,-7.53,10.07,0.67,2.11,-0.51,-0.26,0.78,1.97,-0.2,-0.61,4.09,-2.79,-8.45,9.36,0.9,2.75
124276,0.5489501953125,-0.79388427734375,0.244140625,0.1016845703125,0.47650146484375,-0.36383056640625,0.58642578125,0.54461669921875,-38.6875,16.6875,31.6875,-37.5,-2.0,-33.5,0.22666666666666666,-0.18222222222222223,-0.2688888888888889,0.8011111111111111,0.4122222222222222,-0.013333333333333334,4.18,-2.58,-8.27,9.63,1.17,2.39,-0.69,-0.32,0.3,1.4,-0.37,-0.32,4.06,-2.81,-8.47,9.32,0.96,2.87
124315,0.55267333984375,-0.791259765625,0.24560546875,0.090087890625,0.47802734375,-0.35321044921875,0.59417724609375,0.5419921875,-38.6875,16.6875,31.6875,-38.5625,-2.6875,-33.5,0.45666666666666667,0.14,-0.08777777777777777,-0.034444444444444444,0.3288888888888889,-0.014444444444444444,4.83,-3.51,-7.92,9.39,-0.04,3.08,-0.54,-0.64,0.5,-0.11,-0.52,0.32,4.11,-2.88,-8.42,9.29,0.96,2.96
124355,0.552978515625,-0.78936767578125,0.25048828125,0.09136962890625,0.47369384765625,-0.3504638671875,0.596435546875,0.5450439453125,-39.0625,17.875,30.5,-37.1875,-5.0,-35.1875,0.10333333333333333,0.14444444444444443,0.07444444444444444,-0.3622222222222222,0.32666666666666666,-0.07888888888888888,4.73,-3.43,-7.63,9.2,0.65,3.19,1.87,-0.52,0.75,-0.06,-0.05,0.46,4.14,-2.92,-8.39,9.25,0.95,3.09
124396,0.55078125,-0.790283203125,0.25286865234375,0.0904541015625,0.4654541015625,-0.35211181640625,0.59417724609375,0.553466796875,-39.5,15.5625,30.875,-37.1875,-5.0,-35.1875,0.09222222222222222,-0.07666666666666666,0.1688888888888889,-0.013333333333333334,0.34,0.08333333333333333,4.25,-4.16,-8.07,9.24,-0.2,3.32,1.51,-0.88,0.45,0.18,-1.05,0.04,4.1,-2.97,-8.39,9.2,0.91,3.24
124436,0.5517578125,-0.78961181640625,0.2537841796875,0.087890625,0.4591064453125,-0.3519287109375,0.5948486328125,0.55816650390625,-38.6875,17.75,29.6875,-35.25,-4.5625,-35.0625,-0.15555555555555556,0.021111111111111112,0.05333333333333334,-0.10333333333333333,0.2922222222222222,-0.005555555555555556,4.28,-3.71,-7.9,9.42,0.14,3.39,0.17,-0.75,0.49,1.59,-0.79,0.11,4.1,-2.94,-8.4,9.17,0.89,3.34
124476,0.5506591796875,-0.7908935546875,0.251708984375,0.08880615234375,0.4530029296875,-0.3521728515625,0.59478759765625,0.56304931640625,-39.5,18.5,30.0,-36.0,-4.0,-35.875,-0.057777777777777775,-0.05555555555555555,0.06111111111111111,0.14888888888888888,0.28444444444444444,-0.09777777777777778,3.86,-3.66,-8.04,9.67,-0.32,3.38,-0.22,-0.72,0.37,1.86,-1.16,-0.05,4.08,-2.93,-8.41,9.13,0.9,3.44
124513,0.5521240234375,-0.78985595703125,0.25177001953125,0.08880615234375,0.44775390625,-0.352294921875,0.59246826171875,0.57733154296875,-39.5,18.5,30.0,-34.5,-2.5,-36.75,0.16,0.23333333333333334,-0.023333333333333334,-0.008888888888888889,0.15222222222222223,-0.16111111111111112,4.35,-3.59,-7.75,9.19,0.67,3.7,1.48,-0.66,0.63,-0.08,-0.16,0.28,4.16,-2.93,-8.37,9.11,0.93,3.48
124552,0.55389404296875,-0.78729248046875,0.2548828125,0.09161376953125,0.4456787109375,-0.35101318359375,0.59130859375,0.5731201171875,-38.25,17.75,31.25,-33.5,-2.75,-37.1875,0.18888888888888888,0.17555555555555555,-0.011111111111111112,-0.10444444444444445,0.08888888888888889,-0.07666666666666666,4.32,-3.61,-7.75,9.15,0.33,3.69,1.41,-0.66,0.66,1.3,-0.52,0.1,4.22,-2.97,-8.33,9.1,0.94,3.51
124589,0.55621337890625,-0.7845458984375,0.25823974609375,0.091796875,0.4420166015625,-0.3536376953125,0.5867919921875,0.5867919921875,-39.5,17.375,30.5,-33.5,-2.75,-37.1875,0.17555555555555555,0.057777777777777775,0.024444444444444446,-0.008888888888888889,0.05,-0.07444444444444444,4.21,-3.64,-7.71,9.04,0.4,3.47,-0.02,-0.57,0.63,-0.05,-0.52,-0.05,4.26,-3.04,-8.28,9.09,0.92,3.54
124626,0.55438232421875,-0.78399658203125,0.26409912109375,0.0908203125,0.43798828125,-0.35693359375,0.583740234375,0.5909423828125,-39.75,17.375,29.1875,-34.5,-3.1875,-37.6875,0.18888888888888888,0.0022222222222222222,0.03333333333333333,-0.01,0.044444444444444446,-0.044444444444444446,4.26,-3.68,-7.7,9.1,0.32,3.51,1.28,-0.57,0.55,1.28,-0.56,-0.01,4.27,-3.13,-8.24,9.09,0.89,3.56
124664,0.5556640625,-0.78192138671875,0.2684326171875,0.08819580078125,0.434814453125,-0.35968017578125,0.5814208984375,0.58612060546875,-39.75,17.375,29.1875,-33.75,-3.1875,-36.0,-0.006666666666666667,-0.06111111111111111,0.05444444444444444,-0.09555555555555556,0.05555555555555555,-0.03888888888888889,4.27,-3.64,-7.66,9.09,0.34,3.61,1.28,-0.45,0.56,1.32,-0.63,0.04,4.26,-3.2,-8.22,9.08,0.87,3.58
124702,0.55743408203125,-0.7802734375,0.2708740234375,0.09210205078125,0.43255615234375,-0.36065673828125,0.58154296875,0.5870361328125,-39.5,17.375,29.6875,-35.25,-3.1875,-36.0625,0.0044444444444444444,-0.07666666666666666,0.07,-0.08333333333333333,0.04555555555555556,-0.042222222222222223,4.25,-3.68,-7.77,9.27,0.44,3.58,-0.02,-0.41,0.45,1.33,-0.3,0.0,4.24,-3.26,-8.21,9.08,0.86,3.59
124739,0.55987548828125,-0.778076171875,0.2728271484375,0.0897216796875,0.430419921875,-0.3624267578125,0.57904052734375,0.59002685546875,-39.5,17.75,31.25,-35.25,-3.1875,-36.0625,0.1511111111111111,-0.01,0.03666666666666667,-0.044444444444444446,-0.014444444444444444,0.022222222222222223,4.3,-3.68,-7.72,9.12,0.33,3.71,1.33,-0.38,0.5,1.32,-0.52,0.11,4.25,-3.29,-8.19,9.08,0.84,3.59
124776,0.55877685546875,-0.77813720703125,0.275146484375,0.0887451171875,0.429443359375,-0.3641357421875,0.57891845703125,0.58978271484375,-39.0625,18.5,30.5,-34.5,-4.0,-37.25,-0.006666666666666667,-0.04555555555555556,0.03777777777777778,-0.043333333333333335,-0.05333333333333334,0.035555555555555556,4.15,-3.75,-7.77,9.2,0.07,3.52,-0.08,-0.41,0.41,1.4,-0.78,-0.08,4.24,-3.34,-8.18,9.09,0.82,3.57
124817,0.5606689453125,-0.7763671875,0.27691650390625,0.08636474609375,0.42913818359375,-0.36553955078125,0.57794189453125,0.590087890625,-39.0625,18.5,30.5,-34.875,-4.0,-38.0625,-0.0022222222222222222,-0.008888888888888889,0.011111111111111112,-0.07555555555555556,-0.07,-0.051111111111111114,4.09,-3.69,-7.77,9.21,0.1,3.37,-0.15,-0.32,0.4,1.47,-0.8,-0.23,4.24,-3.37,-8.16,9.11,0.77,3.54
124855,0.56427001953125,-0.773193359375,0.27899169921875,0.07708740234375,0.42840576171875,-0.36871337890625,0.5772705078125,0.58929443359375,-39.75,17.375,30.5,-33.75,-2.1875,-36.375,0.0,0.11888888888888889,-0.028888888888888888,-0.10666666666666667,-0.07222222222222222,-0.13444444444444445,4.2,-3.66,-7.78,9.22,0.16,3.42,-0.07,-0.27,0.35,1.45,-0.57,-0.11,4.29,-3.39,-8.13,9.12,0.75,3.51
124894,0.56671142578125,-0.77020263671875,0.28204345703125,0.07769775390625,0.4267578125,-0.3729248046875,0.5732421875,0.59173583984375,-38.0,17.75,29.6875,-33.75,-2.1875,-36.375,0.15222222222222223,0.15333333333333332,-0.06,-0.09333333333333334,-0.08777777777777777,-0.1922222222222222,4.39,-3.62,-7.63,9.19,0.38,3.62,0.05,-0.22,0.46,1.35,-0.3,0.12,4.35,-3.4,-8.09,9.13,0.78,3.48
124932,0.5665283203125,-0.7694091796875,0.28424072265625,0.08709716796875,0.4268798828125,-0.374755859375,0.56890869140625,0.5947265625,-38.6875,18.0625,29.6875,-33.5,-2.5,-36.5,0.16333333333333333,0.06,-0.043333333333333335,-0.05555555555555555,-0.10666666666666667,-0.19111111111111112,4.45,-3.52,-7.6,9.09,0.49,3.54,-0.09,-0.23,0.42,-0.07,-0.38,-0.01,4.38,-3.42,-8.07,9.14,0.84,3.45
124971,0.5694580078125,-0.76641845703125,0.28656005859375,0.0789794921875,0.42864990234375,-0.3753662109375,0.56524658203125,0.59649658203125,-38.6875,18.0625,29.6875,-33.0625,-3.1875,-36.875,0.15888888888888889,0.04888888888888889,-0.03777777777777778,-0.09333333333333334,-0.14222222222222222,-0.16333333333333333,4.29,-3.48,-7.63,8.98,0.86,3.25,-0.1,-0.06,0.45,-0.18,-0.04,-0.13,4.4,-3.43,-8.05,9.15,0.88,3.4
125010,0.57281494140625,-0.763427734375,0.2880859375,0.0780029296875,0.4300537109375,-0.37664794921875,0.562255859375,0.59759521484375,-39.75,18.0625,30.875,-33.5,-3.5625,-36.5,0.15888888888888889,-0.05,0.01,-0.0044444444444444444,-0.09,-0.05444444444444444,4.43,-3.56,-7.66,10.19,0.73,3.41,-0.01,-0.16,0.44,-0.24,-0.15,0.02,4.39,-3.44,-8.05,9.16,0.89,3.37
125047,0.57635498046875,-0.76080322265625,0.28863525390625,0.07568359375,0.43133544921875,-0.37713623046875,0.56146240234375,0.6048583984375,-39.5,17.375,29.6875,-33.5,-3.5625,-36.5,-0.023333333333333334,-0.10333333333333333,0.02,0.056666666666666664,-0.06555555555555556,-0.01,4.26,-3.59,-7.66,9.24,0.44,3.21,-0.11,-0.13,0.4,0.09,-0.52,-0.11,4.36,-3.45,-8.07,9.17,0.9,3.34
125084,0.579833984375,-0.7586669921875,0.2879638671875,0.07275390625,0.43170166015625,-0.37799072265625,0.56048583984375,0.59710693359375,-39.0625,17.375,30.5,-33.75,-2.75,-36.0625,-0.03888888888888889,-0.056666666666666664,0.0,0.2,-0.08222222222222222,-0.0022222222222222222,4.21,-3.52,-7.73,9.33,0.67,3.18,-0.13,-0.06,0.34,1.41,-0.31,-0.1,4.34,-3.45,-8.08,9.18,0.9,3.32
125126,0.5799560546875,-0.75885009765625,0.287353515625,0.07220458984375,0.43304443359375,-0.378662109375,0.560302734375,0.60369873046875,-39.0625,17.375,30.5,-36.375,-3.5625,-36.0,-0.021111111111111112,-0.0033333333333333335,-0.011111111111111112,0.10666666666666667,-0.08,0.043333333333333335,4.3,-3.54,-7.72,9.16,0.59,3.33,-0.04,-0.08,0.39,1.28,-0.25,0.02,4.34,-3.44,-8.08,9.19,0.88,3.28
125163,0.58245849609375,-0.75714111328125,0.28704833984375,0.071533203125,0.43426513671875,-0.3795166015625,0.5609130859375,0.60174560546875,-39.0625,18.0625,30.0,-33.75,-4.25,-36.5,-0.008888888888888889,-0.07444444444444444,0.011111111111111112,0.17222222222222222,-0.08888888888888889,0.04111111111111111,4.2,-3.5,-7.69,9.21,0.48,3.19,-0.16,-0.07,0.38,1.3,-0.28,-0.02,4.32,-3.45,-8.09,9.2,0.86,3.25
125202,0.585205078125,-0.7552490234375,0.286865234375,0.069580078125,0.43499755859375,-0.380859375,0.56109619140625,0.59234619140625,-39.0625,17.75,30.0,-35.25,-3.5625,-35.1875,-0.01,-0.10111111111111111,0.027777777777777776,0.16,-0.08777777777777777,0.04555555555555556,4.29,-3.46,-7.65,9.12,0.65,3.27,-0.07,-0.01,0.4,1.28,-0.33,-0.12,4.29,-3.45,-8.1,9.22,0.84,3.22
125239,0.58795166015625,-0.753662109375,0.2861328125,0.07452392578125,0.435302734375,-0.38250732421875,0.56103515625,0.59112548828125,-38.6875,17.375,30.0,-35.25,-3.5625,-35.1875,0.0,-0.14888888888888888,0.04777777777777778,-0.013333333333333334,-0.07,0.04666666666666667,4.05,-3.51,-7.77,9.29,0.45,3.07,-0.15,0.0,0.36,1.34,-0.36,-0.13,4.24,-3.46,-8.13,9.23,0.81,3.19
125277,0.58795166015625,-0.75439453125,0.28472900390625,0.0718994140625,0.4351806640625,-0.38446044921875,0.56085205078125,0.59014892578125,-38.25,17.75,30.5,-34.5,-3.5625,-34.375,0.15888888888888889,-0.17555555555555555,0.06222222222222222,-0.042222222222222223,-0.05333333333333334,0.02666666666666667,4.11,-3.51,-7.76,9.22,0.54,3.2,-0.08,-0.03,0.38,1.28,-0.23,0.01,4.17,-3.48,-8.15,9.24,0.79,3.18
125315,0.59014892578125,-0.75360107421875,0.28314208984375,0.05987548828125,0.434814453125,-0.38568115234375,0.56048583984375,0.5899658203125,-38.25,17.75,30.5,-36.375,-4.25,-35.6875,0.15333333333333332,-0.15888888888888889,0.06888888888888889,-0.09111111111111111,-0.08666666666666667,0.03222222222222222,3.98,-3.58,-7.82,9.26,0.37,3.16,-0.14,-0.07,0.35,1.32,-0.39,-0.11,4.12,-3.5,-8.17,9.25,0.76,3.15
125353,0.59271240234375,-0.752197265625,0.2822265625,0.0565185546875,0.43414306640625,-0.388427734375,0.5596923828125,0.58941650390625,-39.0625,17.75,31.25,-34.5,-3.5625,-34.375,-0.0022222222222222222,-0.09888888888888889,0.04555555555555556,-0.1111111111111111,-0.09,0.021111111111111112,4.03,-3.56,-7.83,9.31,0.42,3.07,-0.08,-0.06,0.35,1.32,-0.24,-0.05,4.09,-3.51,-8.18,9.26,0.72,3.12
125390,0.59442138671875,-0.75115966796875,0.2818603515625,0.06243896484375,0.43341064453125,-0.39117431640625,0.55859375,0.589111328125,-38.25,18.5,31.25,-34.5,-3.5625,-34.375,-0.0011111111111111111,-0.08333333333333333,0.04,-0.07666666666666666,-0.07666666666666666,0.017777777777777778,3.93,-3.59,-7.83,9.3,0.34,3.04,-0.12,-0.04,0.35,1.31,-0.37,-0.06,4.06,-3.52,-8.19,9.27,0.7,3.1
125428,0.59429931640625,-0.75164794921875,0.28118896484375,0.0609130859375,0.43310546875,-0.393310546875,0.5579833984375,0.58856201171875,-38.0,17.75,30.875,-35.6875,-4.0,-35.1875,0.14444444444444443,-0.08444444444444445,0.03333333333333333,-0.11666666666666667,-0.06333333333333334,-0.024444444444444446,3.91,-3.57,-7.87,9.3,0.41,2.96,-0.13,-0.04,0.33,1.3,-0.26,-0.11,4.03,-3.53,-8.2,9.28,0.68,3.07
125466,0.59649658203125,-0.75018310546875,0.28070068359375,0.058837890625,0.432373046875,-0.3955078125,0.5562744140625,0.5892333984375,-38.0,17.75,30.875,-36.0,-3.5625,-35.1875,0.14333333333333334,-0.05,0.03111111111111111,-0.10333333333333333,-0.06444444444444444,-0.034444444444444444,3.92,-3.56,-7.83,9.28,0.48,3.02,-0.09,-0.02,0.37,0.02,-0.33,-0.04,4.02,-3.54,-8.21,9.29,0.67,3.05
125504,0.59844970703125,-0.748779296875,0.2806396484375,0.05712890625,0.43206787109375,-0.39678955078125,0.55523681640625,0.58953857421875,-37.5625,18.0625,32.0,-36.375,-2.75,-36.0,0.14555555555555555,-0.028888888888888888,0.023333333333333334,-0.10666666666666667,-0.06666666666666667,-0.025555555555555557,3.88,-3.56,-7.9,9.32,0.38,3.01,-0.1,-0.02,0.31,1.28,-0.2,-0.05,4.0,-3.54,-8.21,9.29,0.66,3.04
125543,0.60076904296875,-0.7469482421875,0.2806396484375,0.0557861328125,0.4315185546875,-0.3988037109375,0.5535888671875,0.59014892578125,-38.0,17.75,31.6875,-36.375,-2.75,-36.0,-0.01,-0.02,0.025555555555555557,-0.10777777777777778,-0.06666666666666667,-0.025555555555555557,3.92,-3.55,-7.86,9.31,0.47,3.0,-0.08,-0.02,0.32,-0.01,-0.19,-0.02,4.0,-3.55,-8.21,9.3,0.65,3.01
125581,0.6004638671875,-0.747314453125,0.28057861328125,0.05535888671875,0.43109130859375,-0.400634765625,0.55218505859375,0.59051513671875,-38.0,18.0625,31.6875,-35.25,-2.5,-36.0,-0.0077777777777777776,-0.04777777777777778,0.04111111111111111,-0.10888888888888888,-0.06888888888888889,-0.0077777777777777776,3.92,-3.54,-7.89,9.31,0.45,2.92,-0.1,-0.01,0.33,1.3,-0.14,-0.07,3.98,-3.55,-8.22,9.31,0.64,2.99
125622,0.60223388671875,-0.74609375,0.2802734375,0.0457763671875,0.430419921875,-0.40277099609375,0.55078125,0.59088134765625,-38.0,18.0625,31.6875,-36.75,-2.5,-34.75,-0.012222222222222223,-0.051111111111111114,0.044444444444444446,-0.09555555555555556,-0.06333333333333334,0.006666666666666667,3.89,-3.58,-7.89,9.33,0.43,2.95,-0.07,-0.01,0.33,1.28,-0.21,0.01,3.96,-3.56,-8.22,9.32,0.62,2.97
125661,0.6043701171875,-0.74456787109375,0.280029296875,0.0438232421875,0.42999267578125,-0.40460205078125,0.54986572265625,0.5908203125,-37.5625,17.0,30.0,-37.875,-2.75,-35.1875,-0.01,-0.05555555555555555,0.03888888888888889,-0.07,-0.06888888888888889,0.016666666666666666,3.88,-3.59,-7.87,9.32,0.39,2.91,-0.04,-0.01,0.33,0.0,-0.21,-0.04,3.94,-3.57,-8.23,9.33,0.6,2.95
125698,0.60614013671875,-0.743408203125,0.27960205078125,0.04217529296875,0.4296875,-0.40625,0.54913330078125,0.59051513671875,-37.5625,17.75,31.25,-37.875,-2.75,-35.1875,-0.021111111111111112,-0.06333333333333334,0.035555555555555556,-0.042222222222222223,-0.06111111111111111,0.024444444444444446,3.85,-3.58,-7.89,9.3,0.35,2.93,-0.06,0.0,0.35,-0.03,-0.23,0.0,3.92,-3.57,-8.24,9.33,0.58,2.93
125735,0.60748291015625,-0.74267578125,0.27886962890625,0.04058837890625,0.4296875,-0.40740966796875,0.5489501953125,0.58990478515625,-38.0,18.5,31.6875,-36.375,-2.75,-34.875,-0.02666666666666667,-0.09333333333333334,0.05,-0.011111111111111112,-0.044444444444444446,0.01888888888888889,3.85,-3.55,-7.93,9.3,0.41,2.94,-0.03,0.02,0.32,1.28,-0.15,0.02,3.88,-3.57,-8.26,9.34,0.57,2.91
125773,0.60723876953125,-0.7432861328125,0.27783203125,0.03955078125,0.4302978515625,-0.40753173828125,0.54962158203125,0.58880615234375,-38.0,18.5,31.6875,-36.0,-3.1875,-34.0,-0.03,-0.1511111111111111,0.07,0.18555555555555556,-0.043333333333333335,0.03666666666666667,5.04,-3.56,-7.89,9.39,0.22,2.88,-0.15,0.01,0.33,1.33,-0.33,-0.05,5.11,-3.58,-8.28,9.34,0.56,2.9
125812,0.60723876953125,-0.744140625,0.27593994140625,0.045166015625,0.43084716796875,-0.40802001953125,0.55029296875,0.58746337890625,-36.5,18.875,30.875,-37.875,-2.75,-34.0,-0.03111111111111111,-0.14666666666666667,0.06444444444444444,0.006666666666666667,-0.051111111111111114,0.014444444444444444,4.95,-3.5,-7.98,9.4,0.35,2.84,-0.11,0.03,0.33,1.3,-0.2,-0.03,5.07,-3.58,-8.3,9.35,0.55,2.88
