time,ax,ay,az,gx,gy,gz,ax2,ay2,az2,gx2,gy2,gz2
56872,0,0,0,0,0,0,0,0,0,0,0,0
56890,0,0,0,0,0,0,0,0,0,0,0,0
56908,0,0,0,0,0,0,0,0,0,0,0,0
56925,0,0,0,0,0,0,0,0,0,0,0,0
56943,0,0,0,0,0,0,0,0,0,0,0,0
56960,0,0,0,0,0,0,0,0,0,0,0,0
56978,0,0,0,0,0,0,0,0,0,0,0,0
56996,0,0,0,0,0,0,0,0,0,0,0,0
57015,0,0,0,0,0,0,0,0,0,0,0,0
57031,0,0,0,0,0,0,0,0,0,0,0,0
57048,0,0,0,0,0,0,0,0,0,0,0,0
57067,0,0,0,0,0,0,0,0,0,0,0,0
57084,0,0,0,0,0,0,0,0,0,0,0,0
57102,0,0,0,0,0,0,0,0,0,0,0,0
57119,0,0,0,0,0,0,0,0,0,0,0,0
57137,0,0,0,0,0,0,0,0,0,0,0,0
57154,0,0,0,0,0,0,0,0,0,0,0,0
57172,0,0,0,0,0,0,0,0,0,0,0,0
57189,0,0,0,0,0,0,0,0,0,0,0,0
57209,0,0,0,0,0,0,0,0,0,0,0,0
57227,0,0,0,0,0,0,0,0,0,0,0,0
57244,0,0,0,0,0,0,0,0,0,0,0,0
57261,0,0,0,0,0,0,0,0,0,0,0,0
57279,0,0,0,0,0,0,0,0,0,0,0,0
57297,0,0,0,0,0,0,0,0,0,0,0,0
57315,0,0,0,0,0,0,0,0,0,0,0,0
57332,0,0,0,0,0,0,0,0,0,0,0,0
57350,0,0,0,0,0,0,0,0,0,0,0,0
57367,0,0,0,0,0,0,0,0,0,0,0,0
57384,0,0,0,0,0,0,0,0,0,0,0,0
57403,0,0,0,0,0,0,0,0,0,0,0,0
57420,0,0,0,0,0,0,0,0,0,0,0,0
57437,0,0,0,0,0,0,0,0,0,0,0,0
57456,0,0,0,0,0,0,0,0,0,0,0,0
57474,0,0,0,0,0,0,0,0,0,0,0,0
57492,0,0,0,0,0,0,0,0,0,0,0,0
57509,0,0,0,0,0,0,0,0,0,0,0,0
57526,0,0,0,0,0,0,0,0,0,0,0,0
57545,0,0,0,0,0,0,0,0,0,0,0,0
57562,0,0,0,0,0,0,0,0,0,0,0,0
57582,0,0,0,0,0,0,0,0,0,0,0,0
57599,0,0,0,0,0,0,0,0,0,0,0,0
57616,0,0,0,0,0,0,0,0,0,0,0,0
57635,0,0,0,0,0,0,0,0,0,0,0,0
57652,0,0,0,0,0,0,0,0,0,0,0,0
57670,0,0,0,0,0,0,0,0,0,0,0,0
57686,0,0,0,0,0,0,0,0,0,0,0,0
57704,0,0,0,0,0,0,0,0,0,0,0,0
57722,0,0,0,0,0,0,0,0,0,0,0,0
57739,0,0,0,0,0,0,0,0,0,0,0,0
57756,0,0,0,0,0,0,0,0,0,0,0,0
57773,0,0,0,0,0,0,0,0,0,0,0,0
57791,0,0,0,0,0,0,0,0,0,0,0,0
57808,0,0,0,0,0,0,0,0,0,0,0,0
57826,0,0,0,0,0,0,0,0,0,0,0,0
57843,0,0,0,0,0,0,0,0,0,0,0,0
57862,0,0,0,0,0,0,0,0,0,0,0,0
57879,0,0,0,0,0,0,0,0,0,0,0,0
57897,0,0,0,0,0,0,0,0,0,0,0,0
57915,0,0,0,0,0,0,0,0,0,0,0,0
57933,0,0,0,0,0,0,0,0,0,0,0,0
57951,0,0,0,0,0,0,0,0,0,0,0,0
57968,0,0,0,0,0,0,0,0,0,0,0,0
57987,0,0,0,0,0,0,0,0,0,0,0,0
58005,0,0,0,0,0,0,0,0,0,0,0,0
58023,0,0,0,0,0,0,0,0,0,0,0,0
58042,0,0,0,0,0,0,0,0,0,0,0,0
58058,0,0,0,0,0,0,0,0,0,0,0,0
58075,0,0,0,0,0,0,0,0,0,0,0,0
58095,0,0,0,0,0,0,0,0,0,0,0,0
58114,0,0,0,0,0,0,0,0,0,0,0,0
58130,0,0,0,0,0,0,0,0,0,0,0,0
58148,0,0,0,0,0,0,0,0,0,0,0,0
58164,0,0,0,0,0,0,0,0,0,0,0,0
58183,0,0,0,0,0,0,0,0,0,0,0,0
58200,0,0,0,0,0,0,0,0,0,0,0,0
58217,0,0,0,0,0,0,0,0,0,0,0,0
58236,0,0,0,0,0,0,0,0,0,0,0,0
58252,0,0,0,0,0,0,0,0,0,0,0,0
58270,0,0,0,0,0,0,0,0,0,0,0,0
58287,0,0,0,0,0,0,0,0,0,0,0,0
58304,0,0,0,0,0,0,0,0,0,0,0,0
58321,0,0,0,0,0,0,0,0,0,0,0,0
58340,0,0,0,0,0,0,0,0,0,0,0,0
58358,0,0,0,0,0,0,0,0,0,0,0,0
58376,0,0,0,0,0,0,0,0,0,0,0,0
58393,0,0,0,0,0,0,0,0,0,0,0,0
58411,0,0,0,0,0,0,0,0,0,0,0,0
58428,0,0,0,0,0,0,0,0,0,0,0,0
58446,0,0,0,0,0,0,0,0,0,0,0,0
58462,0,0,0,0,0,0,0,0,0,0,0,0
58479,0,0,0,0,0,0,0,0,0,0,0,0
58496,0,0,0,0,0,0,0,0,0,0,0,0
58515,0,0,0,0,0,0,0,0,0,0,0,0
58532,0,0,0,0,0,0,0,0,0,0,0,0
58552,0,0,0,0,0,0,0,0,0,0,0,0
58569,0,0,0,0,0,0,0,0,0,0,0,0
58588,0,0,0,0,0,0,0,0,0,0,0,0
58605,0,0,0,0,0,0,0,0,0,0,0,0
58622,0,0,0,0,0,0,0,0,0,0,0,0
58642,0,0,0,0,0,0,0,0,0,0,0,0
58659,0,0,0,0,0,0,0,0,0,0,0,0
58676,0,0,0,0,0,0,0,0,0,0,0,0
58696,0,0,0,0,0,0,0,0,0,0,0,0
58713,0,0,0,0,0,0,0,0,0,0,0,0
58731,0,0,0,0,0,0,0,0,0,0,0,0
58749,0,0,0,0,0,0,0,0,0,0,0,0
58766,0,0,0,0,0,0,0,0,0,0,0,0
58784,0,0,0,0,0,0,0,0,0,0,0,0
58801,0,0,0,0,0,0,0,0,0,0,0,0
58819,0,0,0,0,0,0,0,0,0,0,0,0
58836,0,0,0,0,0,0,0,0,0,0,0,0
58853,0,0,0,0,0,0,0,0,0,0,0,0
58872,0,0,0,0,0,0,0,0,0,0,0,0
58890,0,0,0,0,0,0,0,0,0,0,0,0
58906,0,0,0,0,0,0,0,0,0,0,0,0
58925,0,0,0,0,0,0,0,0,0,0,0,0
58942,0,0,0,0,0,0,0,0,0,0,0,0
58959,0,0,0,0,0,0,0,0,0,0,0,0
58978,0,0,0,0,0,0,0,0,0,0,0,0
58996,0,0,0,0,0,0,0,0,0,0,0,0
59013,0,0,0,0,0,0,0,0,0,0,0,0
59030,0,0,0,0,0,0,0,0,0,0,0,0
59050,0,0,0,0,0,0,0,0,0,0,0,0
59067,0,0,0,0,0,0,0,0,0,0,0,0
59085,0,0,0,0,0,0,0,0,0,0,0,0
59104,0,0,0,0,0,0,0,0,0,0,0,0
59121,0,0,0,0,0,0,0,0,0,0,0,0
59140,0,0,0,0,0,0,0,0,0,0,0,0
59156,0,0,0,0,0,0,0,0,0,0,0,0
59175,0,0,0,0,0,0,0,0,0,0,0,0
59193,0,0,0,0,0,0,0,0,0,0,0,0
59210,0,0,0,0,0,0,0,0,0,0,0,0
59228,0,0,0,0,0,0,0,0,0,0,0,0
59246,0,0,0,0,0,0,0,0,0,0,0,0
59263,0,0,0,0,0,0,0,0,0,0,0,0
59280,0,0,0,0,0,0,0,0,0,0,0,0
59299,0,0,0,0,0,0,0,0,0,0,0,0
59316,0,0,0,0,0,0,0,0,0,0,0,0
59332,0,0,0,0,0,0,0,0,0,0,0,0
59351,0,0,0,0,0,0,0,0,0,0,0,0
59368,0,0,0,0,0,0,0,0,0,0,0,0
59387,0,0,0,0,0,0,0,0,0,0,0,0
59404,0,0,0,0,0,0,0,0,0,0,0,0
59423,0,0,0,0,0,0,0,0,0,0,0,0
59440,0,0,0,0,0,0,0,0,0,0,0,0
59457,0,0,0,0,0,0,0,0,0,0,0,0
59477,0,0,0,0,0,0,0,0,0,0,0,0
59495,0,0,0,0,0,0,0,0,0,0,0,0
59511,0,0,0,0,0,0,0,0,0,0,0,0
59530,0,0,0,0,0,0,0,0,0,0,0,0
59547,0,0,0,0,0,0,0,0,0,0,0,0
59564,0,0,0,0,0,0,0,0,0,0,0,0
59581,0,0,0,0,0,0,0,0,0,0,0,0
59600,0,0,0,0,0,0,0,0,0,0,0,0
59618,0,0,0,0,0,0,0,0,0,0,0,0
59634,0,0,0,0,0,0,0,0,0,0,0,0
59653,0,0,0,0,0,0,0,0,0,0,0,0
59671,0,0,0,0,0,0,0,0,0,0,0,0
59687,0,0,0,0,0,0,0,0,0,0,0,0
59708,0,0,0,0,0,0,0,0,0,0,0,0
59725,0,0,0,0,0,0,0,0,0,0,0,0
59742,0,0,0,0,0,0,0,0,0,0,0,0
59759,0,0,0,0,0,0,0,0,0,0,0,0
59778,0,0,0,0,0,0,0,0,0,0,0,0
59796,0,0,0,0,0,0,0,0,0,0,0,0
59814,0,0,0,0,0,0,0,0,0,0,0,0
59834,0,0,0,0,0,0,0,0,0,0,0,0
59851,0,0,0,0,0,0,0,0,0,0,0,0
59870,0,0,0,0,0,0,0,0,0,0,0,0
59888,0,0,0,0,0,0,0,0,0,0,0,0
59906,0,0,0,0,0,0,0,0,0,0,0,0
59924,0,0,0,0,0,0,0,0,0,0,0,0
59941,0,0,0,0,0,0,0,0,0,0,0,0
59960,0,0,0,0,0,0,0,0,0,0,0,0
59977,0,0,0,0,0,0,0,0,0,0,0,0
59995,0,0,0,0,0,0,0,0,0,0,0,0
60011,0,0,0,0,0,0,0,0,0,0,0,0
60031,0,0,0,0,0,0,0,0,0,0,0,0
60048,0,0,0,0,0,0,0,0,0,0,0,0
60066,0,0,0,0,0,0,0,0,0,0,0,0
60086,0,0,0,0,0,0,0,0,0,0,0,0
60103,0,0,0,0,0,0,0,0,0,0,0,0
60122,0,0,0,0,0,0,0,0,0,0,0,0
60140,0,0,0,0,0,0,0,0,0,0,0,0
60158,0,0,0,0,0,0,0,0,0,0,0,0
60176,0,0,0,0,0,0,0,0,0,0,0,0
60192,0,0,0,0,0,0,0,0,0,0,0,0
60212,0,0,0,0,0,0,0,0,0,0,0,0
60229,0,0,0,0,0,0,0,0,0,0,0,0
60246,0,0,0,0,0,0,0,0,0,0,0,0
60265,0,0,0,0,0,0,0,0,0,0,0,0
60282,0,0,0,0,0,0,0,0,0,0,0,0
60299,0,0,0,0,0,0,0,0,0,0,0,0
60317,0,0,0,0,0,0,0,0,0,0,0,0
60335,0,0,0,0,0,0,0,0,0,0,0,0
60352,0,0,0,0,0,0,0,0,0,0,0,0
60371,0,0,0,0,0,0,0,0,0,0,0,0
60389,0,0,0,0,0,0,0,0,0,0,0,0
60406,0,0,0,0,0,0,0,0,0,0,0,0
60424,0,0,0,0,0,0,0,0,0,0,0,0
60442,0,0,0,0,0,0,0,0,0,0,0,0
60459,0,0,0,0,0,0,0,0,0,0,0,0
60477,0,0,0,0,0,0,0,0,0,0,0,0
60495,0,0,0,0,0,0,0,0,0,0,0,0
60512,0,0,0,0,0,0,0,0,0,0,0,0
60531,0,0,0,0,0,0,0,0,0,0,0,0
60548,0,0,0,0,0,0,0,0,0,0,0,0
60566,0,0,0,0,0,0,0,0,0,0,0,0
60584,0,0,0,0,0,0,0,0,0,0,0,0
60601,0,0,0,0,0,0,0,0,0,0,0,0
60619,0,0,0,0,0,0,0,0,0,0,0,0
60639,0,0,0,0,0,0,0,0,0,0,0,0
60657,0,0,0,0,0,0,0,0,0,0,0,0
60674,0,0,0,0,0,0,0,0,0,0,0,0
60692,0,0,0,0,0,0,0,0,0,0,0,0
60709,0,0,0,0,0,0,0,0,0,0,0,0
60725,0,0,0,0,0,0,0,0,0,0,0,0
60745,0,0,0,0,0,0,0,0,0,0,0,0
60762,0,0,0,0,0,0,0,0,0,0,0,0
60780,0,0,0,0,0,0,0,0,0,0,0,0
60800,0,0,0,0,0,0,0,0,0,0,0,0
60817,0,0,0,0,0,0,0,0,0,0,0,0
60836,0,0,0,0,0,0,0,0,0,0,0,0
60853,0,0,0,0,0,0,0,0,0,0,0,0
60870,0,0,0,0,0,0,0,0,0,0,0,0
60887,0,0,0,0,0,0,0,0,0,0,0,0
60905,0,0,0,0,0,0,0,0,0,0,0,0
60924,0,0,0,0,0,0,0,0,0,0,0,0
60942,0,0,0,0,0,0,0,0,0,0,0,0
60960,0,0,0,0,0,0,0,0,0,0,0,0
60976,0,0,0,0,0,0,0,0,0,0,0,0
60994,0,0,0,0,0,0,0,0,0,0,0,0
61011,0,0,0,0,0,0,0,0,0,0,0,0
61029,0,0,0,0,0,0,0,0,0,0,0,0
61047,0,0,0,0,0,0,0,0,0,0,0,0
61065,0,0,0,0,0,0,0,0,0,0,0,0
61082,0,0,0,0,0,0,0,0,0,0,0,0
61100,0,0,0,0,0,0,0,0,0,0,0,0
61118,0,0,0,0,0,0,0,0,0,0,0,0
61135,0,0,0,0,0,0,0,0,0,0,0,0
61154,0,0,0,0,0,0,0,0,0,0,0,0
61171,0,0,0,0,0,0,0,0,0,0,0,0
61189,0,0,0,0,0,0,0,0,0,0,0,0
61207,0,0,0,0,0,0,0,0,0,0,0,0
61224,0,0,0,0,0,0,0,0,0,0,0,0
61241,0,0,0,0,0,0,0,0,0,0,0,0
61260,0,0,0,0,0,0,0,0,0,0,0,0
61278,0,0,0,0,0,0,0,0,0,0,0,0
61296,0,0,0,0,0,0,0,0,0,0,0,0
61314,0,0,0,0,0,0,0,0,0,0,0,0
61332,0,0,0,0,0,0,0,0,0,0,0,0
61350,0,0,0,0,0,0,0,0,0,0,0,0
61367,0,0,0,0,0,0,0,0,0,0,0,0
61387,0,0,0,0,0,0,0,0,0,0,0,0
61408,0,0,0,0,0,0,0,0,0,0,0,0
61425,0,0,0,0,0,0,0,0,0,0,0,0
61445,0,0,0,0,0,0,0,0,0,0,0,0
61462,0,0,0,0,0,0,0,0,0,0,0,0
61478,0,0,0,0,0,0,0,0,0,0,0,0
61498,0,0,0,0,0,0,0,0,0,0,0,0
61516,0,0,0,0,0,0,0,0,0,0,0,0
61533,0,0,0,0,0,0,0,0,0,0,0,0
61551,0,0,0,0,0,0,0,0,0,0,0,0
61569,0,0,0,0,0,0,0,0,0,0,0,0
61586,0,0,0,0,0,0,0,0,0,0,0,0
61604,0,0,0,0,0,0,0,0,0,0,0,0
61624,0,0,0,0,0,0,0,0,0,0,0,0
61640,0,0,0,0,0,0,0,0,0,0,0,0
61659,0,0,0,0,0,0,0,0,0,0,0,0
61677,0,0,0,0,0,0,0,0,0,0,0,0
61694,0,0,0,0,0,0,0,0,0,0,0,0
61713,0,0,0,0,0,0,0,0,0,0,0,0
61731,0,0,0,0,0,0,0,0,0,0,0,0
61748,0,0,0,0,0,0,0,0,0,0,0,0
61768,0,0,0,0,0,0,0,0,0,0,0,0
61785,0,0,0,0,0,0,0,0,0,0,0,0
61801,0,0,0,0,0,0,0,0,0,0,0,0
61819,0,0,0,0,0,0,0,0,0,0,0,0
61837,0,0,0,0,0,0,0,0,0,0,0,0
61854,0,0,0,0,0,0,0,0,0,0,0,0
61872,0,0,0,0,0,0,0,0,0,0,0,0
61891,0,0,0,0,0,0,0,0,0,0,0,0
61909,0,0,0,0,0,0,0,0,0,0,0,0
61926,0,0,0,0,0,0,0,0,0,0,0,0
61944,0,0,0,0,0,0,0,0,0,0,0,0
61962,0,0,0,0,0,0,0,0,0,0,0,0
61980,0,0,0,0,0,0,0,0,0,0,0,0
61999,0,0,0,0,0,0,0,0,0,0,0,0
62017,0,0,0,0,0,0,0,0,0,0,0,0
62034,0,0,0,0,0,0,0,0,0,0,0,0
62050,0,0,0,0,0,0,0,0,0,0,0,0
62068,0,0,0,0,0,0,0,0,0,0,0,0
62087,0,0,0,0,0,0,0,0,0,0,0,0
62104,0,0,0,0,0,0,0,0,0,0,0,0
62121,0,0,0,0,0,0,0,0,0,0,0,0
62140,0,0,0,0,0,0,0,0,0,0,0,0
62157,0,0,0,0,0,0,0,0,0,0,0,0
62174,0,0,0,0,0,0,0,0,0,0,0,0
62192,0,0,0,0,0,0,0,0,0,0,0,0
62210,0,0,0,0,0,0,0,0,0,0,0,0
62229,0,0,0,0,0,0,0,0,0,0,0,0
62246,0,0,0,0,0,0,0,0,0,0,0,0
62264,0,0,0,0,0,0,0,0,0,0,0,0
62282,0,0,0,0,0,0,0,0,0,0,0,0
62300,0,0,0,0,0,0,0,0,0,0,0,0
62317,0,0,0,0,0,0,0,0,0,0,0,0
62335,0,0,0,0,0,0,0,0,0,0,0,0
62354,0,0,0,0,0,0,0,0,0,0,0,0
62371,0,0,0,0,0,0,0,0,0,0,0,0
62388,0,0,0,0,0,0,0,0,0,0,0,0
62408,0,0,0,0,0,0,0,0,0,0,0,0
62425,0,0,0,0,0,0,0,0,0,0,0,0
62443,0,0,0,0,0,0,0,0,0,0,0,0
62460,0,0,0,0,0,0,0,0,0,0,0,0
62480,0,0,0,0,0,0,0,0,0,0,0,0
62497,0,0,0,0,0,0,0,0,0,0,0,0
62514,0,0,0,0,0,0,0,0,0,0,0,0
62533,0,0,0,0,0,0,0,0,0,0,0,0
62549,0,0,0,0,0,0,0,0,0,0,0,0
62566,0,0,0,0,0,0,0,0,0,0,0,0
62583,0,0,0,0,0,0,0,0,0,0,0,0
62602,0,0,0,0,0,0,0,0,0,0,0,0
62619,0,0,0,0,0,0,0,0,0,0,0,0
62636,0,0,0,0,0,0,0,0,0,0,0,0
62654,0,0,0,0,0,0,0,0,0,0,0,0
62671,0,0,0,0,0,0,0,0,0,0,0,0
62688,0,0,0,0,0,0,0,0,0,0,0,0
62706,0,0,0,0,0,0,0,0,0,0,0,0
62725,0,0,0,0,0,0,0,0,0,0,0,0
62742,0,0,0,0,0,0,0,0,0,0,0,0
62759,0,0,0,0,0,0,0,0,0,0,0,0
62777,0,0,0,0,0,0,0,0,0,0,0,0
62795,0,0,0,0,0,0,0,0,0,0,0,0
62813,0,0,0,0,0,0,0,0,0,0,0,0
62830,0,0,0,0,0,0,0,0,0,0,0,0
62849,0,0,0,0,0,0,0,0,0,0,0,0
62866,0,0,0,0,0,0,0,0,0,0,0,0
62884,0,0,0,0,0,0,0,0,0,0,0,0
62902,0,0,0,0,0,0,0,0,0,0,0,0
62920,0,0,0,0,0,0,0,0,0,0,0,0
62938,0,0,0,0,0,0,0,0,0,0,0,0
62957,0,0,0,0,0,0,0,0,0,0,0,0
62975,0,0,0,0,0,0,0,0,0,0,0,0
62992,0,0,0,0,0,0,0,0,0,0,0,0
63010,0,0,0,0,0,0,0,0,0,0,0,0
63027,0,0,0,0,0,0,0,0,0,0,0,0
63046,0,0,0,0,0,0,0,0,0,0,0,0
63064,0,0,0,0,0,0,0,0,0,0,0,0
63080,0,0,0,0,0,0,0,0,0,0,0,0
63098,0,0,0,0,0,0,0,0,0,0,0,0
63116,0,0,0,0,0,0,0,0,0,0,0,0
63134,0,0,0,0,0,0,0,0,0,0,0,0
63152,0,0,0,0,0,0,0,0,0,0,0,0
63170,0,0,0,0,0,0,0,0,0,0,0,0
63188,0,0,0,0,0,0,0,0,0,0,0,0
63205,0,0,0,0,0,0,0,0,0,0,0,0
63224,0,0,0,0,0,0,0,0,0,0,0,0
63242,0,0,0,0,0,0,0,0,0,0,0,0
63261,0,0,0,0,0,0,0,0,0,0,0,0
63278,0,0,0,0,0,0,0,0,0,0,0,0
63295,0,0,0,0,0,0,0,0,0,0,0,0
63313,0,0,0,0,0,0,0,0,0,0,0,0
63330,0,0,0,0,0,0,0,0,0,0,0,0
63346,0,0,0,0,0,0,0,0,0,0,0,0
63364,0,0,0,0,0,0,0,0,0,0,0,0
63381,0,0,0,0,0,0,0,0,0,0,0,0
63398,0,0,0,0,0,0,0,0,0,0,0,0
63416,0,0,0,0,0,0,0,0,0,0,0,0
63435,0,0,0,0,0,0,0,0,0,0,0,0
63453,0,0,0,0,0,0,0,0,0,0,0,0
63469,0,0,0,0,0,0,0,0,0,0,0,0
63487,0,0,0,0,0,0,0,0,0,0,0,0
63506,0,0,0,0,0,0,0,0,0,0,0,0
63524,0,0,0,0,0,0,0,0,0,0,0,0
63542,0,0,0,0,0,0,0,0,0,0,0,0
63561,0,0,0,0,0,0,0,0,0,0,0,0
63577,0,0,0,0,0,0,0,0,0,0,0,0
63594,0,0,0,0,0,0,0,0,0,0,0,0
63611,0,0,0,0,0,0,0,0,0,0,0,0
63629,0,0,0,0,0,0,0,0,0,0,0,0
63647,0,0,0,0,0,0,0,0,0,0,0,0
63664,0,0,0,0,0,0,0,0,0,0,0,0
63681,0,0,0,0,0,0,0,0,0,0,0,0
63701,0,0,0,0,0,0,0,0,0,0,0,0
63717,0,0,0,0,0,0,0,0,0,0,0,0
63735,0,0,0,0,0,0,0,0,0,0,0,0
63754,0,0,0,0,0,0,0,0,0,0,0,0
63771,0,0,0,0,0,0,0,0,0,0,0,0
63788,0,0,0,0,0,0,0,0,0,0,0,0
63806,0,0,0,0,0,0,0,0,0,0,0,0
63825,0,0,0,0,0,0,0,0,0,0,0,0
63842,0,0,0,0,0,0,0,0,0,0,0,0
63860,0,0,0,0,0,0,0,0,0,0,0,0
63878,0,0,0,0,0,0,0,0,0,0,0,0
63897,0,0,0,0,0,0,0,0,0,0,0,0
63915,0,0,0,0,0,0,0,0,0,0,0,0
63933,0,0,0,0,0,0,0,0,0,0,0,0
63951,0,0,0,0,0,0,0,0,0,0,0,0
63968,0,0,0,0,0,0,0,0,0,0,0,0
63985,0,0,0,0,0,0,0,0,0,0,0,0
64003,0,0,0,0,0,0,0,0,0,0,0,0
64020,0,0,0,0,0,0,0,0,0,0,0,0
64037,0,0,0,0,0,0,0,0,0,0,0,0
64055,0,0,0,0,0,0,0,0,0,0,0,0
64073,0,0,0,0,0,0,0,0,0,0,0,0
64090,0,0,0,0,0,0,0,0,0,0,0,0
64108,0,0,0,0,0,0,0,0,0,0,0,0
64126,0,0,0,0,0,0,0,0,0,0,0,0
64145,0,0,0,0,0,0,0,0,0,0,0,0
64163,0,0,0,0,0,0,0,0,0,0,0,0
64182,0,0,0,0,0,0,0,0,0,0,0,0
64201,0,0,0,0,0,0,0,0,0,0,0,0
64218,0,0,0,0,0,0,0,0,0,0,0,0
64236,0,0,0,0,0,0,0,0,0,0,0,0
64253,0,0,0,0,0,0,0,0,0,0,0,0
64271,0,0,0,0,0,0,0,0,0,0,0,0
64288,0,0,0,0,0,0,0,0,0,0,0,0
64305,0,0,0,0,0,0,0,0,0,0,0,0
64324,0,0,0,0,0,0,0,0,0,0,0,0
64343,0,0,0,0,0,0,0,0,0,0,0,0
64360,0,0,0,0,0,0,0,0,0,0,0,0
64378,0,0,0,0,0,0,0,0,0,0,0,0
64395,0,0,0,0,0,0,0,0,0,0,0,0
64412,0,0,0,0,0,0,0,0,0,0,0,0
64430,0,0,0,0,0,0,0,0,0,0,0,0
64448,0,0,0,0,0,0,0,0,0,0,0,0
64467,0,0,0,0,0,0,0,0,0,0,0,0
64484,0,0,0,0,0,0,0,0,0,0,0,0
64502,0,0,0,0,0,0,0,0,0,0,0,0
64520,0,0,0,0,0,0,0,0,0,0,0,0
64538,0,0,0,0,0,0,0,0,0,0,0,0
64555,0,0,0,0,0,0,0,0,0,0,0,0
64573,0,0,0,0,0,0,0,0,0,0,0,0
64591,0,0,0,0,0,0,0,0,0,0,0,0
64610,0,0,0,0,0,0,0,0,0,0,0,0
64628,0,0,0,0,0,0,0,0,0,0,0,0
64646,0,0,0,0,0,0,0,0,0,0,0,0
64664,0,0,0,0,0,0,0,0,0,0,0,0
64682,0,0,0,0,0,0,0,0,0,0,0,0
64699,0,0,0,0,0,0,0,0,0,0,0,0
64717,0,0,0,0,0,0,0,0,0,0,0,0
64735,0,0,0,0,0,0,0,0,0,0,0,0
64753,0,0,0,0,0,0,0,0,0,0,0,0
64771,0,0,0,0,0,0,0,0,0,0,0,0
64790,0,0,0,0,0,0,0,0,0,0,0,0
64806,0,0,0,0,0,0,0,0,0,0,0,0
64825,0,0,0,0,0,0,0,0,0,0,0,0
64844,0,0,0,0,0,0,0,0,0,0,0,0
64861,0,0,0,0,0,0,0,0,0,0,0,0
64878,0,0,0,0,0,0,0,0,0,0,0,0
64898,0,0,0,0,0,0,0,0,0,0,0,0
64915,0,0,0,0,0,0,0,0,0,0,0,0
64933,0,0,0,0,0,0,0,0,0,0,0,0
64951,0,0,0,0,0,0,0,0,0,0,0,0
64968,0,0,0,0,0,0,0,0,0,0,0,0
64986,0,0,0,0,0,0,0,0,0,0,0,0
65002,0,0,0,0,0,0,0,0,0,0,0,0
65021,0,0,0,0,0,0,0,0,0,0,0,0
65039,0,0,0,0,0,0,0,0,0,0,0,0
65056,0,0,0,0,0,0,0,0,0,0,0,0
65075,0,0,0,0,0,0,0,0,0,0,0,0
65092,0,0,0,0,0,0,0,0,0,0,0,0
65110,0,0,0,0,0,0,0,0,0,0,0,0
65127,0,0,0,0,0,0,0,0,0,0,0,0
65146,0,0,0,0,0,0,0,0,0,0,0,0
65164,0,0,0,0,0,0,0,0,0,0,0,0
65182,0,0,0,0,0,0,0,0,0,0,0,0
65200,0,0,0,0,0,0,0,0,0,0,0,0
65218,0,0,0,0,0,0,0,0,0,0,0,0
65235,0,0,0,0,0,0,0,0,0,0,0,0
65254,0,0,0,0,0,0,0,0,0,0,0,0
65270,0,0,0,0,0,0,0,0,0,0,0,0
65288,0,0,0,0,0,0,0,0,0,0,0,0
65307,0,0,0,0,0,0,0,0,0,0,0,0
65324,0,0,0,0,0,0,0,0,0,0,0,0
65341,0,0,0,0,0,0,0,0,0,0,0,0
65359,0,0,0,0,0,0,0,0,0,0,0,0
65377,0,0,0,0,0,0,0,0,0,0,0,0
65396,0,0,0,0,0,0,0,0,0,0,0,0
65413,0,0,0,0,0,0,0,0,0,0,0,0
65430,0,0,0,0,0,0,0,0,0,0,0,0
65448,0,0,0,0,0,0,0,0,0,0,0,0
65466,0,0,0,0,0,0,0,0,0,0,0,0
65484,0,0,0,0,0,0,0,0,0,0,0,0
65502,0,0,0,0,0,0,0,0,0,0,0,0
65518,0,0,0,0,0,0,0,0,0,0,0,0
65536,0,0,0,0,0,0,0,0,0,0,0,0
65553,0,0,0,0,0,0,0,0,0,0,0,0
65570,0,0,0,0,0,0,0,0,0,0,0,0
65587,0,0,0,0,0,0,0,0,0,0,0,0
65604,0,0,0,0,0,0,0,0,0,0,0,0
65621,0,0,0,0,0,0,0,0,0,0,0,0
65640,0,0,0,0,0,0,0,0,0,0,0,0
65658,0,0,0,0,0,0,0,0,0,0,0,0
65675,0,0,0,0,0,0,0,0,0,0,0,0
65692,0,0,0,0,0,0,0,0,0,0,0,0
65710,0,0,0,0,0,0,0,0,0,0,0,0
65726,0,0,0,0,0,0,0,0,0,0,0,0
65744,0,0,0,0,0,0,0,0,0,0,0,0
65764,0,0,0,0,0,0,0,0,0,0,0,0
65782,0,0,0,0,0,0,0,0,0,0,0,0
65798,0,0,0,0,0,0,0,0,0,0,0,0
65817,0,0,0,0,0,0,0,0,0,0,0,0
65835,0,0,0,0,0,0,0,0,0,0,0,0
65852,0,0,0,0,0,0,0,0,0,0,0,0
65869,0,0,0,0,0,0,0,0,0,0,0,0
65887,0,0,0,0,0,0,0,0,0,0,0,0
65905,0,0,0,0,0,0,0,0,0,0,0,0
65923,0,0,0,0,0,0,0,0,0,0,0,0
65941,0,0,0,0,0,0,0,0,0,0,0,0
65959,0,0,0,0,0,0,0,0,0,0,0,0
65977,0,0,0,0,0,0,0,0,0,0,0,0
65995,0,0,0,0,0,0,0,0,0,0,0,0
66012,0,0,0,0,0,0,0,0,0,0,0,0
66029,0,0,0,0,0,0,0,0,0,0,0,0
